obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""""","=""""","=""204412""","=""8""","=""(11)""","=""4.7203e+03""",AAA,"=""[109250.3433]""","=""[109299.2642]""","=""16""","=""""","=""""","=""17""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""243925""","=""12""","=""(8)""","=""3.5289e+03""",AAA,"=""[109299.2642]""","=""[109340.2604]""","=""17""","=""""","=""""","=""18""","=""""","=""""",,"=""T8637""","=""""",
"=""""","=""""","=""288225""","=""17""","=""(6)""","=""2.6808e+03""",AAA,"=""[109340.2604]""","=""[109374.9555]""","=""18""","=""""","=""""","=""19""","=""""","=""""",,"=""T8637""","=""""",
"=""337600.0""","=""60.0""","=""337586""","=""23""","=""(4)""","=""2.0659e+03""",AAA,"=""[109374.9555]""","=""[109404.5776]""","=""19""","=""""","=""""","=""20""","=""""","=""""",,"=""T8637""","=""L9739""",
"=""""","=""""","=""392280""","=""30""","=""(3)""","=""""",,"=""[109404.5776]""","=""[109430.0696]""","=""20""","=""""","=""""","=""21""","=""""","=""""",,"=""""","=""""",
"=""452570.0""","=""60.0""","=""452580""","=""40""","=""(2)""","=""""",,"=""[109430.0696]""","=""[109452.1650]""","=""21""","=""""","=""""","=""22""","=""""","=""""",,"=""""","=""L9739""",
"=""""","=""""","=""518760""","=""50""","=""(2)""","=""""",,"=""[109452.1650]""","=""[109471.4416]""","=""22""","=""""","=""""","=""23""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""591100""","=""70""","=""(1)""","=""""",,"=""[109471.4416]""","=""[109488.3592]""","=""23""","=""""","=""""","=""24""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""669870""","=""90""","=""(1)""","=""""",,"=""[109488.3592]""","=""[109503.2875]""","=""24""","=""""","=""""","=""25""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""755330""","=""110""","=""(1)""","=""""",,"=""[109503.2875]""","=""[109516.5267]""","=""25""","=""""","=""""","=""26""","=""""","=""""",,"=""""","=""""",
"=""""","=""""","=""847770""","=""140""","=""(1)""","=""""",,"=""[109516.5267]""","=""[109528.3223]""","=""26""","=""""","=""""","=""27""","=""""","=""""",,"=""""","=""""",
"=""27330560.0""","=""250.0""","=""27330760""","=""40""","=""""","=""""",,"=""82258.9191133""","=""82259.2850014""","=""2p""","=""2P*""","=""1/2""","=""2p""","=""2P*""","=""3/2""",UT,"=""""","=""L1488""",
"=""30247840.0""","=""40.0""","=""30247840""","=""40""","=""""","=""6.5962e-07""",AAA,"=""82258.9543992821""","=""82259.2850014""","=""2s""","=""2S""","=""1/2""","=""2p""","=""2P*""","=""3/2""",,"=""T7771""","=""L7320""",
"=""74702300.0""","=""900.0""","=""74702100""","=""900""","=""""","=""""",,"=""97492.221701""","=""97492.355566""","=""3s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""5/2""",E2,"=""""","=""L4937""",
"=""92235000.0""","=""11000.0""","=""92241600""","=""900""","=""""","=""""",,"=""97492.211200""","=""97492.319611""","=""3p""","=""2P*""","=""1/2""","=""3p""","=""2P*""","=""3/2""",UT,"=""""","=""L6891""",
"=""92390000.0""","=""90000.0""","=""92393000""","=""17000""","=""""","=""8.6794e-08""",AAA,"=""97492.211200""","=""97492.319433""","=""3p""","=""2P*""","=""1/2""","=""3d""","=""2D""","=""3/2""",,"=""T7771""","=""L4353""",
"=""102200000.0""","=""40000.0""","=""102134600""","=""2100""","=""""","=""1.0280e-07""",AAA,"=""97492.221701""","=""97492.319611""","=""3s""","=""2S""","=""1/2""","=""3p""","=""2P*""","=""3/2""",,"=""T7771""","=""L1164""",
"=""102320000.0""","=""30000.0""","=""102321000""","=""21000""","=""""","=""""",,"=""97492.221701""","=""97492.319433""","=""3s""","=""2S""","=""1/2""","=""3d""","=""2D""","=""3/2""",E2,"=""""","=""L2271""",
"=""177080000.0""","=""40000.0""","=""177098000""","=""3000""","=""""","=""""",,"=""102823.8530211""","=""102823.9094871""","=""4s""","=""2S""","=""1/2""","=""4d""","=""2D""","=""5/2""",E2,"=""""","=""L4353""",
"=""218650000.0""","=""190000.0""","=""218970000""","=""40000""","=""""","=""2.7818e-08""",AAA,"=""102823.8485825""","=""102823.894250""","=""4p""","=""2P*""","=""1/2""","=""4d""","=""2D""","=""3/2""",,"=""T7771""","=""L1164""",
"=""218690000.0""","=""40000.0""","=""218651000""","=""3000""","=""""","=""""",,"=""102823.8485825""","=""102823.8943175""","=""4p""","=""2P*""","=""1/2""","=""4p""","=""2P*""","=""3/2""",UT,"=""""","=""L10329""",
"=""242200000.0""","=""60000.0""","=""242152000""","=""3000""","=""""","=""2.5712e-08""",AAA,"=""102823.8530211""","=""102823.8943175""","=""4s""","=""2S""","=""1/2""","=""4p""","=""2P*""","=""3/2""",,"=""T7771""","=""L2260""",
"=""242700000.0""","=""400000.0""","=""242550000""","=""50000""","=""""","=""""",,"=""102823.8530211""","=""102823.894250""","=""4s""","=""2S""","=""1/2""","=""4d""","=""2D""","=""3/2""",E2,"=""""","=""L4353""",
"=""276800000.0""","=""800000.0""","=""276760000""","=""150000""","=""""","=""""",,"=""97492.319433""","=""97492.355566""","=""3d""","=""2D""","=""3/2""","=""3d""","=""2D""","=""5/2""",UT,"=""""","=""L4353""",
"=""278100000.0""","=""300000.0""","=""278125000""","=""18000""","=""""","=""3.8183e-09""",AAA,"=""97492.319611""","=""97492.355566""","=""3p""","=""2P*""","=""3/2""","=""3d""","=""2D""","=""5/2""",,"=""T7771""","=""L4353""",
"=""283398700.0""","=""2400.0""","=""283398700""","=""2400""","=""""","=""""",,"=""82258.9191133""","=""82258.9543992821""","=""2p""","=""2P*""","=""1/2""","=""2s""","=""2S""","=""1/2""",,"=""""","=""L6644""",
"=""426000000.0""","=""4000000.0""","=""428800000""","=""700000""","=""""","=""1.0132e-08""",AAA,"=""105291.62867""","=""105291.651993""","=""5p""","=""2P*""","=""1/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""L1164""",
"=""427043000.0""","=""7000.0""","=""426985000""","=""7000""","=""""","=""""",,"=""105291.62867""","=""105291.65209""","=""5p""","=""2P*""","=""1/2""","=""5p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""482000000.0""","=""9000000.0""","=""472813000""","=""16000""","=""""","=""8.6353e-09""",AAA,"=""[105291.63094]""","=""105291.65209""","=""5s""","=""2S""","=""1/2""","=""5p""","=""2P*""","=""3/2""",,"=""T7771""","=""L1164""",
"=""656200000.0""","=""300000.0""","=""656300000""","=""300000""","=""""","=""""",,"=""102823.894250""","=""102823.9094871""","=""4d""","=""2D""","=""3/2""","=""4d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""656300000.0""","=""2300000.0""","=""656200000""","=""2200000""","=""""","=""7.2369e-10""",AAA,"=""102823.894250""","=""102823.90949""","=""4d""","=""2D""","=""3/2""","=""4f""","=""2F*""","=""5/2""",,"=""T7771""","=""L1164""",
"=""657900000.0""","=""2300000.0""","=""659210000""","=""40000""","=""""","=""1.2235e-09""",AAA,"=""102823.8943175""","=""102823.9094871""","=""4p""","=""2P*""","=""3/2""","=""4d""","=""2D""","=""5/2""",,"=""T7771""","=""L1164""",
"=""737931000.0""","=""15000.0""","=""737931000""","=""16000""","=""""","=""""",,"=""[106632.1485242]""","=""[106632.1620756]""","=""6p""","=""2P*""","=""1/2""","=""6p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""952270000.0""","=""150000.0""","=""952290000""","=""150000""","=""""","=""""",,"=""97492.211200""","=""97492.221701""","=""3p""","=""2P*""","=""1/2""","=""3s""","=""2S""","=""1/2""",,"=""""","=""L1764""",
"=""1171806000.0""","=""23000.0""","=""1172333000""","=""23000""","=""""","=""""",,"=""[107440.43850]""","=""[107440.44703]""","=""7p""","=""2P*""","=""1/2""","=""7p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""1281600000.0""","=""400000.0""","=""1281600000""","=""500000""","=""""","=""""",,"=""105291.651993""","=""[105291.659796]""","=""5d""","=""2D""","=""3/2""","=""5d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""1292000000.0""","=""17000000.0""","=""1298000000""","=""7000000""","=""""","=""4.3856e-10""",AAA,"=""105291.65209""","=""[105291.659796]""","=""5p""","=""2P*""","=""3/2""","=""5d""","=""2D""","=""5/2""",,"=""T7771""","=""L1164""",
"=""1314900000.0""","=""2300000.0""","=""1315100000""","=""2200000""","=""""","=""9.6310e-11""",AAA,"=""102823.9094871""","=""102823.917091""","=""4d""","=""2D""","=""5/2""","=""4f""","=""2F*""","=""7/2""",,"=""T7771""","=""L1164""",
"=""1749170000.0""","=""40000.0""","=""1749170000""","=""40000""","=""""","=""""",,"=""[107965.0491583]""","=""[107965.0548753]""","=""8p""","=""2P*""","=""1/2""","=""8p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""2214300000.0""","=""700000.0""","=""2214300000""","=""600000""","=""""","=""""",,"=""[106632.1620536]""","=""106632.1665697""","=""6d""","=""2D""","=""3/2""","=""6d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""2251000000.0""","=""10000000.0""","=""2253000000""","=""300000""","=""""","=""""",,"=""102823.8485825""","=""102823.8530211""","=""4p""","=""2P*""","=""1/2""","=""4s""","=""2S""","=""1/2""",,"=""""","=""L1164""",
"=""2490510000.0""","=""60000.0""","=""2487560000""","=""60000""","=""""","=""""",,"=""[108324.72016]""","=""[108324.72418]""","=""9p""","=""2P*""","=""1/2""","=""9p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""2560000000.0""","=""30000000.0""","=""2560000000""","=""30000000""","=""""","=""4.6551e-11""",AAA,"=""[105291.659796]""","=""105291.66370""","=""5d""","=""2D""","=""5/2""","=""5f""","=""2F*""","=""7/2""",,"=""T7771""","=""L1164""",
"=""3416340000.0""","=""80000.0""","=""3412970000""","=""80000""","=""""","=""""",,"=""[108581.99051]""","=""[108581.99344]""","=""10p""","=""2P*""","=""1/2""","=""10p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""3515800000.0""","=""800000.0""","=""3516200000""","=""900000""","=""""","=""""",,"=""[107440.447022]""","=""[107440.449866]""","=""7d""","=""2D""","=""3/2""","=""7d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""4395700000.0""","=""1200000.0""","=""4405300000""","=""1200000""","=""""","=""""",,"=""105291.62867""","=""[105291.63094]""","=""5p""","=""2P*""","=""1/2""","=""5s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""4547150000.0""","=""110000.0""","=""4545450000""","=""100000""","=""""","=""""",,"=""[108772.34135]""","=""[108772.34355]""","=""11p""","=""2P*""","=""1/2""","=""11p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""""","=""""","=""5247300000""","=""800000""","=""""","=""""",,"=""107965.0548660""","=""107965.05677174""","=""8d""","=""2D""","=""3/2""","=""8d""","=""2D""","=""5/2""",UT,"=""""","=""""",
"=""5903450000.0""","=""140000.0""","=""5917160000""","=""140000""","=""""","=""""",,"=""[108917.11870]""","=""[108917.12039]""","=""12p""","=""2P*""","=""1/2""","=""12p""","=""2P*""","=""3/2""",UT,"=""""","=""L15291c34""",
"=""7470300000.0""","=""2000000.0""","=""7468300000""","=""2200000""","=""""","=""""",,"=""[108324.724162]""","=""[108324.725501]""","=""9d""","=""2D""","=""3/2""","=""9d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""7591000000.0""","=""4000000.0""","=""7591000000""","=""5000000""","=""""","=""""",,"=""[106632.1485242]""","=""106632.1498416""","=""6p""","=""2P*""","=""1/2""","=""6s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""10247000000.0""","=""5000000.0""","=""10247000000""","=""4000000""","=""""","=""""",,"=""[108581.9934250]""","=""108581.9944009""","=""10d""","=""2D""","=""3/2""","=""10d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""12049000000.0""","=""10000000.0""","=""12048000000""","=""10000000""","=""""","=""""",,"=""[107440.43850]""","=""[107440.43933]""","=""7p""","=""2P*""","=""1/2""","=""7s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""13637000000.0""","=""9000000.0""","=""13624000000""","=""9000000""","=""""","=""""",,"=""[108772.343536]""","=""[108772.344270]""","=""11d""","=""2D""","=""3/2""","=""11d""","=""2D""","=""5/2""",UT,"=""""","=""L15291c35""",
"=""""","=""""","=""17708000000""","=""13000000""","=""""","=""""",,"=""108917.1203787""","=""108917.12094342""","=""12d""","=""2D""","=""3/2""","=""12d""","=""2D""","=""5/2""",UT,"=""""","=""""",
"=""17980000000.0""","=""17000000.0""","=""17979000000""","=""16000000""","=""""","=""""",,"=""[107965.0491583]""","=""107965.0497145""","=""8p""","=""2P*""","=""1/2""","=""8s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""25590000000.0""","=""30000000.0""","=""25640000000""","=""30000000""","=""""","=""""",,"=""[108324.72016]""","=""[108324.72055]""","=""9p""","=""2P*""","=""1/2""","=""9s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""35100000000.0""","=""50000000.0""","=""34480000000""","=""50000000""","=""""","=""""",,"=""[108581.99051]""","=""[108581.99080]""","=""10p""","=""2P*""","=""1/2""","=""10s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""46710000000.0""","=""70000000.0""","=""45450000000""","=""60000000""","=""""","=""""",,"=""[108772.34135]""","=""[108772.34157]""","=""11p""","=""2P*""","=""1/2""","=""11s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
"=""55000000000.0""","=""9000000000.0""","=""56000000000""","=""6000000000""","=""""","=""""",,"=""97492.319433""","=""97492.319611""","=""3d""","=""2D""","=""3/2""","=""3p""","=""2P*""","=""3/2""",,"=""""","=""L4386""",
"=""60640000000.0""","=""90000000.0""","=""62500000000""","=""90000000""","=""""","=""""",,"=""[108917.11870]""","=""[108917.11886]""","=""12p""","=""2P*""","=""1/2""","=""12s""","=""2S""","=""1/2""",,"=""""","=""L15291c33""",
