p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,762.8,899,0.134,,4978,5.2,1.7,3.16,97.6960311,58.1611753,54.6599,5.87307,2008-12
6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,638.8383,934.3,0.073,,4938,5.2,1.44,3.19,97.6960311,58.1611753,54.6599,5.87307,2019-04
6 Lyn b,6 Lyn,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,702.4043,874.774,0.125,,,5.2,1.82,,97.6960311,58.1611753,54.6599,5.87307,2010-01
61 Vir b,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,0,5.1,4.215,0.12,,5577,0.963,0.942,4.34,199.596455,-18.3157745,8.50332,4.6955,2010-01
61 Vir b,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,0,5.8,4.215011,0.036,,5552,,,,199.596455,-18.3157745,8.50332,4.6955,2025-12
61 Vir b,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,0,5.11703735,4.21487,0.099,,5585.57,1.03251,0.914072,4.368775,199.596455,-18.3157745,8.50332,4.6955,2021-07
61 Vir c,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,0,18.2,38.021,0.14,,5577,0.963,0.942,4.34,199.596455,-18.3157745,8.50332,4.6955,2010-01
61 Vir c,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,0,17.84,38.0864,0.022,,5552,,,,199.596455,-18.3157745,8.50332,4.6955,2025-12
61 Vir c,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,0,16.11390023,38.0957,0.068,,5585.57,1.03251,0.914072,4.368775,199.596455,-18.3157745,8.50332,4.6955,2021-07
61 Vir d,61 Vir,0,1,3,Radial Velocity,2009,Multiple Observatories,0,10.92,123.15,0.105,,5552,,,,199.596455,-18.3157745,8.50332,4.6955,2025-12
61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,0,22.9,123.01,0.35,,5577,0.963,0.942,4.34,199.596455,-18.3157745,8.50332,4.6955,2010-01
7 CMa b,7 CMa,1,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,587.9855,735.1,0.06,,4826,4.87,1.34,3.19,99.171276,-19.2561808,19.8101,3.95,2019-11
7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,781.8618,796,0.22,,4794.52,4.90843,,,99.171276,-19.2561808,19.8101,3.95,2016-01
7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,616.5,,,,,5.198,1.439,3.165,99.171276,-19.2561808,19.8101,3.95,2024-07
7 CMa b,7 CMa,0,1,2,Radial Velocity,2011,Anglo-Australian Telescope,0,826.3,763,0.14,,4792,2.3,1.52,3.25,99.171276,-19.2561808,19.8101,3.95,2011-12
7 CMa c,7 CMa,0,1,2,Radial Velocity,2019,Multiple Observatories,0,289.9,,,,,5.198,1.439,3.165,99.171276,-19.2561808,19.8101,3.95,2024-07
7 CMa c,7 CMa,1,1,2,Radial Velocity,2019,Multiple Observatories,0,276.5121,996,0.08,,4826,4.87,1.34,3.19,99.171276,-19.2561808,19.8101,3.95,2019-11
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,0,2351.942,116.6926,0.399,,5439,1.94,1.09,3.9,202.1064898,13.7763085,17.9011,4.96808,2015-06
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,0,2297.899383,116.69335,0.3989,,5481.86,1.921943,1.06055,3.893469,202.1064898,13.7763085,17.9011,4.96808,2021-07
70 Vir b,70 Vir,1,1,1,Radial Velocity,1996,Lick Observatory,0,2357.02728,116.688,0.3988,,5495,1.89,1.09,3.95,202.1064898,13.7763085,17.9011,4.96808,2019-04
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,0,2084.88,116.689,0.397,,,,,,202.1064898,13.7763085,17.9011,4.96808,2004-01
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,0,2421.8646,116.6884,0.4,,5531,1.84,1.14,3.97,202.1064898,13.7763085,17.9011,4.96808,2017-03
70 Vir b,70 Vir,0,1,1,Radial Velocity,1996,Lick Observatory,0,2380.45,116.6884,0.4007,,5545,,1.11,4.068,202.1064898,13.7763085,17.9011,4.96808,2006-07
75 Cet b,75 Cet,0,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,0,953.49,691.9,0.117,,4846,10.5,2.49,2.63,38.0391598,-1.0350269,82.9613,5.3532,2012-12
75 Cet b,75 Cet,1,2,2,Radial Velocity,2012,Okayama Astrophysical Observatory,0,787.896621,696.62,0.093,,4809,10.38,1.92,2.69,38.0391598,-1.0350269,82.9613,5.3532,2023-08
75 Cet c,75 Cet,1,2,2,Radial Velocity,2023,Okayama Astrophysical Observatory,0,289.8595072,2051.62,0.023,,4809,10.38,1.92,2.69,38.0391598,-1.0350269,82.9613,5.3532,2023-08
8 UMi b,8 UMi,1,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,524.4168716,93.31,0.062,,4847,10.73,1.51,,224.201685,74.9009379,162.552,6.83295,2023-06
8 UMi b,8 UMi,0,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,476.745,93.4,0.06,,4847.4,9.9,1.8,2.57,224.201685,74.9009379,162.552,6.83295,2015-12
8 UMi b,8 UMi,0,1,1,Radial Velocity,2015,Bohyunsan Optical Astronomical Observatory,0,416.3573,93.4,0.06,,4847,10.3,1.44,2.57,224.201685,74.9009379,162.552,6.83295,2017-03
81 Cet b,81 Cet,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1274.4,,,,,,1.6,,39.4243555,-3.3963607,101.26,5.64307,2011-08
81 Cet b,81 Cet,1,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1051.058542,1005.57,0.037,,4734,11.21,1.23,2.41,39.4243555,-3.3963607,101.26,5.64307,2023-08
81 Cet b,81 Cet,0,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,0,1684.4,952.7,0.206,,4785,11,2.4,2.35,39.4243555,-3.3963607,101.26,5.64307,2008-12
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,0,1017,181.4,0.027,,4665,11,1.4,2.52,348.9745031,-9.0878076,44.0304,4.23946,2013-07
AB Aur b,AB Aur,1,1,1,Imaging,2022,Subaru Telescope,0,2860.455663,,0.4,,9770,,2.4,,73.9410446,30.5510888,162.127,7.076,2022-04
AB Pic b,AB Pic,1,1,1,Imaging,2005,Paranal Observatory,0,4290.5,,,,,,,,94.8039208,-58.0541184,50.0475,9.13,2005-08
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,0,1188.678242,,0.031,,,,1.219,,81.7699216,-11.9011752,26.8564,6.332,2025-04
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,0,1017.050902,8030,0.24,,6130,1.25,1.2,,81.7699216,-11.9011752,26.8564,6.332,2023-02
AF Lep b,AF Lep,1,1,1,Imaging,2023,Paranal Observatory,0,1147.360549,8905,0.015,,,,1.218,,81.7699216,-11.9011752,26.8564,6.332,2025-04
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,0,1366.66215,9060,0.32,,6140,,1.13,,81.7699216,-11.9011752,26.8564,6.332,2023-02
AF Lep b,AF Lep,0,1,1,Imaging,2023,Paranal Observatory,0,1664.467367,7520,0.47,1400,6100,1.25,1.201,4.4,81.7699216,-11.9011752,26.8564,6.332,2023-02
AT2021ueyL b,AT2021ueyL,1,1,1,Microlensing,2025,Multiple Observatories,0,425.8900654,4168.69,,,3680,,0.49,,324.5450417,26.4665694,1040,,2025-03
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,8.46321,0,,,,,,311.2911369,-31.34245,9.7221,8.81,2020-08
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,10.2,8.4631427,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2023-10
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,8.453677658,,754.62,3588,0.698009,,4.60198,311.2911369,-31.34245,9.7221,8.81,2017-07
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,11.7,8.463,0.04,,3700,0.75,0.5,4.39,311.2911369,-31.34245,9.7221,8.81,2022-05
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,8.4630004,0.12,,,0.75,,,311.2911369,-31.34245,9.7221,8.81,2022-04
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,8.462995,,,,0.75,0.56,,311.2911369,-31.34245,9.7221,8.81,2021-10
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,6.1,8.463446,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2025-08
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,20.12,8.4629991,0.186,,,,0.5,,311.2911369,-31.34245,9.7221,8.81,2021-12
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,17.1,8.46321,,,3700,0.75,0.5,4.39,311.2911369,-31.34245,9.7221,8.81,2021-03
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,17,8.463,0,593,3700,0.75,0.5,,311.2911369,-31.34245,9.7221,8.81,2021-05
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,57.2094,8.46321,0.1,,3700,0.75,0.5,,311.2911369,-31.34245,9.7221,8.81,2020-06
AU Mic b,AU Mic,0,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,,,,3700,0.75,0.5,,311.2911369,-31.34245,9.7221,8.81,2022-03
AU Mic b,AU Mic,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,,8.46308,0.00577,600,3678,0.744,0.51,4.404,311.2911369,-31.34245,9.7221,8.81,2023-12
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,,18.858982,0.13,,,0.75,,,311.2911369,-31.34245,9.7221,8.81,2022-04
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,13.6,18.859019,0,454,3700,0.75,0.5,,311.2911369,-31.34245,9.7221,8.81,2021-05
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,,,,,3700,0.75,0.5,,311.2911369,-31.34245,9.7221,8.81,2022-03
AU Mic c,AU Mic,1,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,,18.85969,0.00338,459,3678,0.744,0.51,4.404,311.2911369,-31.34245,9.7221,8.81,2023-12
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,9.6,18.858991,,,,,0.5,,311.2911369,-31.34245,9.7221,8.81,2021-12
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,14.2,18.85882,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2023-10
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,11.6,18.859018,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2025-08
AU Mic c,AU Mic,0,1,4,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,22.2,18.859019,0.041,,3700,0.75,0.5,4.39,311.2911369,-31.34245,9.7221,8.81,2022-05
AU Mic d,AU Mic,1,1,4,Transit Timing Variations,2023,Multiple Observatories,0,1.053,12.73596,0.00305,,3678,0.744,0.51,4.404,311.2911369,-31.34245,9.7221,8.81,2023-12
AU Mic e,AU Mic,0,1,4,Radial Velocity,2025,Mauna Kea Observatory,0,35.2,33.39,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2023-10
AU Mic e,AU Mic,1,1,4,Radial Velocity,2025,Mauna Kea Observatory,0,21.1,33.11,,,3665,0.82,0.6,4.52,311.2911369,-31.34245,9.7221,8.81,2025-08
BD+03 2562 b,BD+03 2562,1,1,1,Radial Velocity,2017,Multiple Observatories,0,2034.112,481.9,0.2,,4095,32.35,1.14,1.89,177.5647268,2.7601075,1070.63,9.577,2017-10
BD+05 4868 A b,BD+05 4868 A,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),0,6.2,1.271869,,1820,4596,0.69,0.7,4.6,326.8614036,6.6053185,43.5687,10.158,2025-01
BD+14 4559 b,BD+14 4559,1,1,1,Radial Velocity,2009,McDonald Observatory,0,330.5432,268.94,0.29,,4864,0.86,0.49,4.26,318.4010002,14.6893834,49.352,9.78,2017-03
BD+14 4559 b,BD+14 4559,0,1,1,Radial Velocity,2009,McDonald Observatory,0,467.19,268.94,0.29,,5008,0.95,0.86,4.6,318.4010002,14.6893834,49.352,9.78,2009-12
BD+15 2375 b,BD+15 2375,1,1,1,Radial Velocity,2016,Roque de los Muchachos Observatory,0,337.21763,153.22,0.001,,4649,8.95,1.08,2.61,176.4820239,14.6163182,768.045,10.41,2016-04
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,0,352.78,137.48,0.26,,4796,14.7,1.1,2.8,240.09564,15.5467507,426.42,9.01,2013-06
BD+20 2457 b,BD+20 2457,0,1,2,Radial Velocity,2009,McDonald Observatory,0,17668.1697,379.63,0.15,,4259,71.02,10.83,1.77,154.186782,19.8912626,1539.71,9.743,2017-03
BD+20 2457 b,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,0,6807.63,379.63,0.15,,4137,49,2.8,1.51,154.186782,19.8912626,1539.71,9.743,2009-12
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,0,3963.17,621.99,0.18,,4137,49,2.8,1.51,154.186782,19.8912626,1539.71,9.743,2009-12
BD+20 274 b,BD+20 274,1,1,1,Radial Velocity,2012,McDonald Observatory,0,1334.886,578.2,0.21,,4296,17.3,0.8,1.99,25.9203179,21.0052692,1322.51,9.367,2012-09
BD+20 594 b,BD+20 594,0,1,1,Transit,2016,K2,0,16.3,41.6855,0,546,5766,0.928,0.961,4.5,53.6511231,20.5990205,179.461,10.849,2016-10
BD+20 594 b,BD+20 594,0,1,1,Transit,2016,K2,0,,41.688644,,,5703,0.956122,0.963861,4.38,53.6511231,20.5990205,179.461,10.849,2018-03
BD+20 594 b,BD+20 594,1,1,1,Transit,2016,K2,0,22.2481,41.6855,0,,5766,1.08,1.67,4.5,53.6511231,20.5990205,179.461,10.849,2017-03
BD+37 3172 b,BD+37 3172,1,1,1,Radial Velocity,2023,McDonald Observatory,0,3368.981114,1887.76,0.59,,4500,50.24,3.75,1.5,278.8155071,38.1153886,454.251,9.162,2023-12
BD+42 2315 b,BD+42 2315,1,1,1,Radial Velocity,2023,McDonald Observatory,0,174.8056239,123.05,0.73,,4500,17.85,1.38,2,187.5887597,41.2695674,610.715,9.723,2023-12
BD+45 564 b,BD+45 564,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,432.2466335,307.88,0.12,,5004,,0.81,4.22,32.9470485,45.9242187,53.622,9.67,2021-07
BD+48 738 b,BD+48 738,1,1,1,Radial Velocity,2011,McDonald Observatory,0,289.2253,392.6,0.2,,4414,11,0.74,2.24,40.7102869,49.5869395,871.493,9.139,2012-01
BD+48 740 b,BD+48 740,1,1,1,Radial Velocity,2018,Multiple Observatories,0,540.311,733,0.76,,4534,10.33,1.09,2.48,40.7425426,48.9300579,666.589,8.69,2018-05
BD+49 828 b,BD+49 828,1,1,1,Radial Velocity,2015,McDonald Observatory,0,508.5,2590,0.35,,4943,7.6,1.52,2.85,45.6406187,49.7299481,442.042,9.381,2015-04
BD+55 362 b,BD+55 362,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,228.836453,265.59,0.27,,5012,,0.909,4.09,23.9636676,56.6982282,52.5697,9.38,2021-07
BD+60 1417 b,BD+60 1417,1,1,1,Imaging,2021,Wide-field Infrared Survey Explorer (WISE) Sat,0,4767.426105,,,1303,4993,0.797,1,4.5539,190.8875453,60.0143636,44.9543,9.374,2021-12
BD+63 1405 b,BD+63 1405,1,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,1258.600492,1198.48,0.88,,5000,,0.816,4.2,271.3979337,63.6700064,38.0473,8.96,2021-07
BD+63 1405 b,BD+63 1405,0,1,1,Radial Velocity,2021,Haute-Provence Observatory,0,3305.415433,1230,0.891,,5000,,0.816,4.2,271.3979337,63.6700064,38.0473,8.96,2023-05
BD-06 1339 b,BD-06 1339,0,1,2,Radial Velocity,2013,La Silla Observatory,1,1523.033726,3.873,,,,,,,88.2511811,-5.9963378,20.2695,9.7,2021-01
BD-06 1339 b,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,1,8.5,3.8728,0,,4324,,0.7,4.74,88.2511811,-5.9963378,20.2695,9.7,2013-03
BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,0,53,125.94,0.31,,4324,,0.7,4.74,88.2511811,-5.9963378,20.2695,9.7,2013-03
BD-08 2823 b,BD-08 2823,0,1,2,Radial Velocity,2009,La Silla Observatory,0,2948.494132,5.6,,,,,,,150.1971964,-9.5165689,41.3342,9.86,2021-01
BD-08 2823 b,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,0,12.7132,5.6,0.15,,4816,0.71,0.5,4.43,150.1971964,-9.5165689,41.3342,9.86,2017-03
BD-08 2823 b,BD-08 2823,0,1,2,Radial Velocity,2009,La Silla Observatory,0,14.4,5.6,0.15,,4746,,0.74,4.13,150.1971964,-9.5165689,41.3342,9.86,2010-03
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,0,104,237.6,0.19,,4746,,0.74,4.13,150.1971964,-9.5165689,41.3342,9.86,2010-03
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,145.56,3.48777,0.019,,5393,,1.01,4.685,164.6191243,-10.7704227,84.4069,10.013,2006-07
BD-10 3166 b,BD-10 3166,1,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,187.5197,3.48777,0.02,,5393,0.91,1.47,4.69,164.6191243,-10.7704227,84.4069,10.013,2017-03
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,152.55,3.487,0.05,,5400,,1.1,4.4,164.6191243,-10.7704227,84.4069,10.013,2000-12
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,0,142.7049547,3.487905,0.022,,5382.64,0.969745,0.999531,4.464864,164.6191243,-10.7704227,84.4069,10.013,2021-07
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,La Silla Observatory,0,206.5895,1634,0.05,,4550,0.639,0.651,4.642,278.3688659,-11.6370481,27.1665,10.03,2020-09
BD-11 4672 b,BD-11 4672,0,1,2,Radial Velocity,2014,La Silla Observatory,0,168.44,1667,0.05,,4475,0.52,0.571,4.1,278.3688659,-11.6370481,27.1665,10.03,2015-04
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,0,15.37,74.2,0.4,,4550,0.639,0.651,4.642,278.3688659,-11.6370481,27.1665,10.03,2020-09
BD-13 2130 b,BD-13 2130,0,1,1,Radial Velocity,2007,La Silla Observatory,0,3368.998,714.3,0.21,,,,2.4,,114.2884692,-13.9066703,925.214,10.038,2007-09
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,La Silla Observatory,0,3108.3774,714.29999,0.21,,4545,19.17,2.12,2.2,114.2884692,-13.9066703,925.214,10.038,2017-03
BD-14 3065 b,BD-14 3065 A,1,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,3932,4.2889731,0.066,2001,6935,2.35,1.41,3.85,153.6696689,-15.6428372,589.423,11.1,2024-03
BD-14 3065 b,BD-14 3065 A,0,3,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,,4.2889696,,1404,6736.9,2.61,,3.76,153.6696689,-15.6428372,589.423,11.1,2017-07
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,La Silla Observatory,0,1620.9,655.6,0.54,,4714,0.69,0.74,4.26,7.1413494,-16.2273254,34.4603,9.62,2009-03
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,La Silla Observatory,0,1639.99458,655.57,0.5439,,,,0.741,,7.1413494,-16.2273254,34.4603,9.62,2022-11
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,La Silla Observatory,0,1366.66215,649,0.28,,,,,,7.1413494,-16.2273254,34.4603,9.62,2023-06
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,La Silla Observatory,0,905.8155,655.59998,0.54,,4665,0.74,0.31,4.19,7.1413494,-16.2273254,34.4603,9.62,2017-03
BD-210397 b,BD-210397,1,1,2,Radial Velocity,2023,La Silla Observatory,0,214,1891,0.1,,4051,0.747,0.679,4.67,33.3024198,-21.1962147,23.7324,9.84,2023-06
BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,La Silla Observatory,0,1420.692979,6374,0.296,,,,0.691,,33.3024198,-21.1962147,23.7324,9.84,2025-10
BD-210397 c,BD-210397,0,1,2,Radial Velocity,2023,La Silla Observatory,0,759,6360,0.1,,4051,0.747,0.679,4.67,33.3024198,-21.1962147,23.7324,9.84,2023-06
BD-210397 c,BD-210397,1,1,2,Radial Velocity,2023,La Silla Observatory,0,1525.576354,6240,0.43,,,,0.69,,33.3024198,-21.1962147,23.7324,9.84,2023-08
BEBOP-3 b,BEBOP-3,1,2,1,Radial Velocity,2025,Haute-Provence Observatory,0,177.3482511,547,0.247,,6033,1.414,1.083,4.203,110.902655,79.1323952,119.052,9.259,2025-08
BEBOP-4 AB b,BEBOP-4 A,1,2,1,Radial Velocity,2025,Haute-Provence Observatory,0,8358.887104,1823.5,0.428,,,,1.507,,192.5772651,26.1595358,234.294,9.646,2025-10
Barnard b,Barnard's star,1,1,4,Radial Velocity,2024,Paranal Observatory,0,0.299,3.1542,0.03,438,3195,0.185,0.162,4.9,269.4486144,4.7379808,1.82655,9.54,2025-03
Barnard b,Barnard's star,0,1,4,Radial Velocity,2024,Paranal Observatory,0,0.37,3.1533,0.16,400,3195,0.185,0.162,4.9,269.4486144,4.7379808,1.82655,9.54,2024-10
Barnard c,Barnard's star,1,1,4,Radial Velocity,2025,Gemini Observatory,0,0.335,4.1244,0.08,400,3195,0.185,0.162,4.9,269.4486144,4.7379808,1.82655,9.54,2025-03
Barnard d,Barnard's star,1,1,4,Radial Velocity,2025,Gemini Observatory,0,0.263,2.3402,0.04,483,3195,0.185,0.162,4.9,269.4486144,4.7379808,1.82655,9.54,2025-03
Barnard e,Barnard's star,1,1,4,Radial Velocity,2025,Gemini Observatory,0,0.193,6.7392,0.04,340,3195,0.185,0.162,4.9,269.4486144,4.7379808,1.82655,9.54,2025-03
CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,Calar Alto Observatory,0,3.95,2.2907,,464,3130,0.175,0.161,4.93,48.3530155,4.7751881,8.60715,13.95,2020-08
CD-35 2722 b,CD-35 2722,0,1,1,Imaging,2011,Gemini Observatory,0,9852.680617,,,1800,3680,,0.4,,92.3300147,-35.8255375,22.3896,11.041,2011-03
CD-35 2722 b,CD-35 2722,1,1,1,Imaging,2011,Gemini Observatory,0,9375.938007,,,,3689,,,4.24,92.3300147,-35.8255375,22.3896,11.041,2025-11
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,W. M. Keck Observatory,0,3337.1,10037.50000000000,,370,580.5,,0.021,4.725,224.6208333,10.2286111,,,2011-10
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2021,Hubble Space Telescope,0,2479.061575,8040000.00000000000,,1800,2320,0.245,0.0147,3.845,246.934277,-23.98115,,,2020-12
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,Hubble Space Telescope,0,3994.486,,,,,,0.35,,166.6193985,-77.6258725,190.374,,2006-10
CI Tau c,CI Tau,1,1,1,Radial Velocity,2024,Multiple Observatories,0,1144.182265,25.2,0.58,,,,,,68.4667685,22.8416192,157.998,13.642,2024-03
COCONUTS-2 b,COCONUTS-2 A,0,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),0,2002.318964,402000000.00000000000,,434,3406,0.388,0.37,4.83,117.300914,-76.702696,10.8864,11.298,2021-08
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),0,2542.627256,,,,3406,0.388,0.37,4.83,117.300914,-76.702696,10.8864,11.298,2024-10
CT Cha b,CT Cha,1,1,1,Imaging,2007,Paranal Observatory,0,5403,,,2600,,,,,166.0375038,-76.4553693,190.72,12.335,2008-11
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,CoRoT,0,327.35,1.5089557,0,1898,5950,1.11,0.95,4.25,102.0798591,-3.1021394,787.909,13.623,2008-05
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,359.1479,1.5089557,0,,5950,1.14,1.03,,102.0798591,-3.1021394,787.909,13.623,2010-02
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,,1.5089635,,2036,5950,1.29,,4.32551,102.0798591,-3.1021394,787.909,13.623,2017-07
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,327.3649,1.5089686,,1915,5950,1.131,0.95,4.311,102.0798591,-3.1021394,787.909,13.623,2011-11
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,390.9309,1.5089682,0.036,,6298,1.23,1.22,,102.0798591,-3.1021394,787.909,13.623,2017-06
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,340.0781,1.508976552,0.071,1834,5950,,,4.25,102.0798591,-3.1021394,787.909,13.623,2016-06
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,0,,1.508968772,,,,,,,102.0798591,-3.1021394,787.909,13.623,2022-04
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,CoRoT,0,867.6759,13.2406,0.524,,5075,0.79,0.89,,291.0636813,0.7460143,338.386,15.293,2017-06
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,CoRoT,0,874,13.2406,0.53,600,5075,0.79,0.89,4.65,291.0636813,0.7460143,338.386,15.293,2010-09
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,CoRoT,0,883.5674,13.2406,,647,5075,0.743,0.904,4.652,291.0636813,0.7460143,338.386,15.293,2011-11
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,CoRoT,0,,13.23412611,,510.96,5025,0.548929,,4.88331,291.0636813,0.7460143,338.386,15.293,2017-07
CoRoT-11 b,CoRoT-11,0,1,1,Transit,2010,CoRoT,0,,2.993281974,,1681.79,6343,1.58601,,4.13783,280.6872998,5.9376586,655.037,12.897,2017-07
