p_name,h_name,default_flag,num_s,num_p,disc_method,disc_year,disc_facility,controversial_flag,p_mass,orbital_period,eccentricity,p_eqt,s_efft,s_radius,s_mass,s_sgravity,ra,dec,h_dist,h_vmag,p_pubdate
Kepler-716 c,Kepler-716,0,1,2,Transit,2020,Kepler,0,,3.96996298,,,5012,0.742183,0.83,4.61612,290.3931809,43.3638577,635.009,15.314,8/16/2018
Kepler-716 c,Kepler-716,0,1,2,Transit,2020,Kepler,0,,3.96996298,0,992,5121,0.888,0.822,4.457,290.3931809,43.3638577,635.009,15.314,8/31/2017 0:00
Kepler-716 c,Kepler-716,0,1,2,Transit,2020,Kepler,0,,3.96994893,0,921,5174,0.751,0.834,4.604,290.3931809,43.3638577,635.009,15.314,12/4/2014
Kepler-716 c,Kepler-716,0,1,2,Transit,2020,Kepler,0,,3.96994893,0,921,5174,0.751,0.834,4.604,290.3931809,43.3638577,635.009,15.314,12/18/2014
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40841331,0,1139,6007,0.961,0.968,4.457,292.9655071,43.346345,2805.48,15.756,8/31/2017 0:00
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,,,,6007,2.069,,,292.9655071,43.346345,2805.48,15.756,2018-10
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40840023,0,1139,6007,0.961,0.968,4.457,292.9655071,43.346345,2805.48,15.756,12/4/2014
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.408468,0,1145,6018,0.99,1.03,4.46,292.9655071,43.346345,2805.48,15.756,1/8/2014
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40840023,0,1139,6007,0.961,0.968,4.457,292.9655071,43.346345,2805.48,15.756,12/18/2014
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40841331,,,5652.17,2.0913,1,3.79723,292.9655071,43.346345,2805.48,15.756,8/16/2018
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40841678,,,5652.17,2.0913,1,3.79723,292.9655071,43.346345,2805.48,15.756,2016-07
Kepler-717 b,Kepler-717,1,1,1,Transit,2016,Kepler,0,,4.40840023,,,5485,0.85,0.88,4.53,292.9655071,43.346345,2805.48,15.756,2016-05
Kepler-717 b,Kepler-717,0,1,1,Transit,2016,Kepler,0,,4.40840023,0,1139,6007,0.961,0.968,4.457,292.9655071,43.346345,2805.48,15.756,9/24/2015
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349877,,,5767,1.16875,1.03,4.31546,299.5618676,43.5035173,1302.33,15.399,2019-03
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.05234995,,,5767,1.16875,1.03,4.31546,299.5618676,43.5035173,1302.33,15.399,2016-07
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349905,0,1495,6015,1.051,1.143,4.454,299.5618676,43.5035173,1302.33,15.399,12/18/2014
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.05234974,0,1440,5875,0.96,0.97,4.46,299.5618676,43.5035173,1302.33,15.399,1/8/2014
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349884,,,5767,1.16875,1.03,4.31546,299.5618676,43.5035173,1302.33,15.399,8/16/2018
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349905,0,1495,6015,1.051,1.143,4.454,299.5618676,43.5035173,1302.33,15.399,12/4/2014
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,,,,5852,1.142,,,299.5618676,43.5035173,1302.33,15.399,2018-10
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052341657,,1539.42,5767,1.16875,,4.31546,299.5618676,43.5035173,1302.33,15.399,2017-07
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349884,0,1497,5855,1.08,1.049,4.393,299.5618676,43.5035173,1302.33,15.399,8/31/2017 0:00
Kepler-718 b,Kepler-718,0,1,1,Transit,2016,Kepler,0,,2.052349905,0,1495,6015,1.051,1.143,4.454,299.5618676,43.5035173,1302.33,15.399,9/24/2015
Kepler-718 b,Kepler-718,1,1,1,Transit,2016,Kepler,0,,2.052349905,,,6191,1.3,1.18,4.28,299.5618676,43.5035173,1302.33,15.399,2016-05
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007317779,0,1001,5861,0.835,0.917,4.557,295.5360628,43.8844116,2497.51,16.128,9/24/2015
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,,,,5853,1.76,,,295.5360628,43.8844116,2497.51,16.128,2018-10
Kepler-719 b,Kepler-719,1,1,1,Transit,2016,Kepler,0,,5.007317779,,,5777,0.98,0.99,4.45,295.5360628,43.8844116,2497.51,16.128,2016-05
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007316661,,,5691,1.7223,1.01,3.97017,295.5360628,43.8844116,2497.51,16.128,8/16/2018
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007317779,0,1001,5861,0.835,0.917,4.557,295.5360628,43.8844116,2497.51,16.128,12/4/2014
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007312,0,1025,5878,0.89,0.997,4.54,295.5360628,43.8844116,2497.51,16.128,1/8/2014
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007317779,0,1001,5861,0.835,0.917,4.557,295.5360628,43.8844116,2497.51,16.128,12/18/2014
Kepler-719 b,Kepler-719,0,1,1,Transit,2016,Kepler,0,,5.007316661,0,998,5865,0.827,0.914,4.563,295.5360628,43.8844116,2497.51,16.128,8/31/2017 0:00
Kepler-720 b,Kepler-720,0,1,1,Transit,2016,Kepler,0,,4.708326542,0,1162,5560,1.21,0.94,4.246,298.6356478,44.1709388,1065.37,15.462,12/4/2014
Kepler-720 b,Kepler-720,0,1,1,Transit,2016,Kepler,0,,4.708337481,,,5490,1.14715,0.96,4.3011,298.6356478,44.1709388,1065.37,15.462,2019-03
